Database generated on 2021-01-22 22:00:15 for BM41222 covering -726 to -576
Scores for Nabopolassar year 7
Year   Score
-616 4.8624427751003125
-712 4.518337287642155
-695 4.4624748208074765
-601 4.315678025263843
-618 4.255476541900461
-633 4.190661169504458
-697 4.017742538124704
-680 4.0127784024072035
-714 3.806780298254015
-648 3.795442402142122
-678 3.7620009856439305
-635 3.7054983892009163
-586 3.668004734141559
-603 3.6299592351574663
-682 3.560874625452555
-650 3.518869417337673
-665 3.3786454237379075
-584 3.3776358836723337
-663 3.072041093298073
-588 2.9976502790802115
-667 2.993266783902153
-652 2.819701896938061
-646 2.5287326441883273
-725 2.3950525732340564
-699 2.3147733432902156
-631 2.313201627081911
-684 2.3027351948287933
-710 2.2649965281341835
-620 2.2294850719213093
-605 2.195758851412392
-629 2.184446371260404
-708 2.145568142430631
-693 2.144860236439001
-614 2.1413777756137935
-599 2.1309139427288963
-637 2.048937745851456
-701 1.9824653339866822
-716 1.9550281421881635
-597 1.9077925373237683
-622 1.8960176263020982
-661 1.870066530104956
-582 1.8496429823371041
-676 1.796594738617265
-654 1.768932583871951
-669 1.6511780445784607
-659 1.6049330345548487
-590 1.5515028333218284
-644 1.455284214191601
-686 1.4094175828649518
-607 1.4008714585609328
-723 1.4003961103837634
-671 1.3503493896301855
-612 1.3152573488443027
-627 1.2277332763937705
-592 1.2116091579556918
-706 1.1924891306510816
-691 1.185644727374488
-608 1.0744783088818755
-591 1.0634871218526727
-638 1.0525603376227715
-670 1.0095832035785894
-640 1.0034570244445795
-719 0.9932930379971134
-610 0.9649362810060624
-687 0.9558342330671155
-703 0.9508566640646667
-717 0.9408228684235699
-595 0.9252720999264777
-689 0.9017840067962283
-674 0.8831092901488754
-624 0.8830893057116915
-702 0.8680499279745804
-593 0.8628831157017887
-623 0.8286059282440561
-655 0.8239613732486386
-672 0.8148713794237248
-625 0.779765137026013
-657 0.7683321278876694
-704 0.7509467103538147
-639 0.7503933257326496
-642 0.7493398275741414
-718 0.7350847310157052
-721 0.721660589881724
-656 0.7013664194893678
-715 0.4491114644229002
-668 0.4395200000791514
-636 0.43277868949363646
-720 0.4069869387636605
-589 0.39019117486824045
-700 0.38085931113057503
-621 0.35575056490616846
-641 0.33565091202270453
-685 0.2841995519488174
-653 0.2833699372956386
-673 0.1981504606849964
-594 0.16397067558527414
-690 0.16215656852853172
-611 0.15609563038851962
-609 0.13062667003304357
-688 0.12724843781419395
-705 0.09946050514344472
-628 0.09389939513079743
-643 0.09089422373084238
-722 0.08600021903504304
-626 0.08380763009799484
-606 0.07385838381472257
-658 0.05802480243358861
-660 0.05246341099408193
-675 0.04172385119273604
-651 0.037487683151823194
-598 0.03536062932967539
-596 0.03475852846086633
-692 0.031136771517806514
-613 0.02618462484302544
-619 0.024031157945396436
-709 0.023448658812918535
-698 0.021864381107714714
-707 0.02121014703554571
-602 0.021129254527248276
-681 0.019248092104434567
-630 0.019024457775261815
-604 0.018913370128297857
-724 0.01694248872188067
-587 0.01673791633936394
-683 0.0165321733383515
-666 0.014635010487047417
-645 0.014446739595122852
-647 0.013732560412467803
-649 0.01247375842725372
-632 0.011030607481351191
-662 0.010848516269702872
-583 0.010363460593982167
-634 0.009944804216528198
-711 0.00981670893629728
-677 0.009536646420094285
-696 0.0087984236109481
-617 0.008793090322813965
-713 0.008764720332303598
-679 0.008192001728645317
-600 0.007909814431412988
-694 0.007882992359913832
-615 0.00729275300610319
-585 0.00668173023862784
-664 0.0062762562011623845
-726 0.006267789776310907
