Database generated on 2021-01-31 20:53:28 for BM76738 covering -697 to -583
Scores for Kandalanu year 1
Year   Score
-646 40.50485338949278
-676 37.46298971368921
-615 37.24607930051277
-645 37.08184273740389
-618 35.90554682715638
-616 33.91828665403213
-674 33.200244017710915
-617 31.73694225807239
-675 30.491579844632675
-647 28.207436386870533
-648 26.633177120519207
-677 26.311823859514714
-644 25.081780235690825
-673 23.386086240146092
-614 22.817798585524507
-678 21.958199608691313
-643 21.842799335000354
-619 21.609083588546763
-672 20.626323095868493
-642 19.414814673020047
-649 18.340470596637648
-613 17.783864729874452
-612 16.489431257613358
-620 15.941462791412526
-650 15.382801943725198
-671 14.995580322379645
-679 14.689850454673847
-641 14.060881880723477
-680 13.306018448272965
-611 12.9598052680798
-621 12.68101677936197
-670 12.310765660332809
-651 12.065249781755558
-669 11.11328873937437
-681 11.057739614829156
-640 10.70856997936384
-610 10.690209552117185
-622 10.5707894056665
-623 9.648193745092378
-668 9.632434803001455
-682 9.224372849504586
-639 9.191509904074222
-652 9.15944860902323
-609 8.880292607233814
-638 8.768640851786103
-637 8.525432806450112
-667 8.336244120916842
-636 8.309659227703497
-695 8.27141117715183
-694 8.250246442022524
-697 8.194556813677998
-696 8.138246156988952
-624 8.044794318042962
-606 7.9564172998515135
-664 7.838152163160331
-608 7.684743638351239
-666 7.5959304253710895
-665 7.590394338409686
-607 7.585591570883147
-653 7.497143754857177
-654 7.295157376579654
-634 7.268669307002208
-693 7.239879463926451
-604 7.219363950742962
-635 7.20992412101821
-605 7.0917105796279065
-663 6.928936095694447
-691 6.892120230476173
-602 6.843076200978203
-692 6.817947581203085
-633 6.757752002257937
-688 6.74093422540283
-661 6.737068279014108
-629 6.695214885743983
-632 6.637636143541774
-631 6.607434996839475
-603 6.602059123098735
-689 6.589806051101973
-599 6.565241411356863
-660 6.526922158865242
-659 6.480407017360979
-630 6.4689899044973584
-683 6.439047706935111
-601 6.417710888824329
-690 6.3931476377125
-600 6.3602256262091705
-686 6.343995881250117
-628 6.299854698893972
-655 6.297602549976463
-658 6.2627019515036535
-597 6.212582531768603
-687 6.187262442999883
-596 6.098545807741042
-662 6.097167076728012
-598 6.074328777696324
-656 6.010845792446468
-625 5.932737070096147
-685 5.777175233100866
-684 5.667703275535326
-627 5.636984444639378
-657 5.362691265934168
-626 5.1155133018145325
