Database generated on 2021-01-22 22:00:15 for BM41222 covering -726 to -576
Scores for Shamash-shum-ukin year 14 to Nabopolassar (assuming reigns of 20, and 22)
Year   Score
-653 13.451774977851102
-621 12.578936191062215
-700 11.790357184546219
-685 11.352663181203443
-717 10.499516533564735
-638 10.266254769201268
-713 10.180937954671732
-668 9.810256960944123
-623 9.39221097272895
-702 9.392034383076721
-670 9.066760288765687
-715 8.818803816432114
-636 8.783568153749439
-666 8.541827823941881
-619 8.344526695292645
-698 8.237572456335752
-651 8.053257272476394
-642 7.881080134077322
-683 7.869115930543997
-674 7.728833487388747
-672 7.6407976886209195
-657 7.635086337642457
-719 7.60716412403319
-681 7.317354232880692
-689 7.316147425391143
-721 7.203948961095239
-655 7.054781574023734
-640 6.9643908183923156
-687 6.886198851786947
-625 6.860333282200296
-634 6.63118713286714
-704 6.422354641481217
-696 6.278894046643718
-627 6.197212569225952
-617 5.733746499886229
-659 5.555278752324388
-711 5.52043519932098
-649 5.448538193678909
-664 5.302766784393165
-706 5.222361631213502
-691 5.166504880858871
-676 5.085699750037203
-644 5.007982424015624
-661 4.924004527589943
-679 4.610448634225328
-632 4.596795313552548
-708 4.5638058081807245
-723 4.535984076130567
-629 4.476487047345092
-665 4.438919591325534
-699 4.321119098918146
-694 4.275765216186016
-647 4.171544024660045
-686 4.059444783082658
-626 4.034039999180461
-726 4.01554872322103
-620 3.9989998651260286
-628 3.9555782551117487
-705 3.878752724919297
-652 3.846635854687004
-712 3.806200134992169
-662 3.7307957593800394
-707 3.722525835578862
-635 3.697555077894964
-714 3.674364843679638
-725 3.651946069385784
-682 3.6437709798011553
-646 3.6074072874578866
-639 3.6015218387655947
-678 3.5984936130948197
-680 3.585958942248904
-618 3.572366571830077
-663 3.501890897567452
-673 3.499371273803639
-667 3.4950721794263453
-633 3.4917039753644716
-710 3.4500574070888725
-630 3.437213082208446
-695 3.4319712997810625
-693 3.4315815195582626
-718 3.4267837198122058
-631 3.410162307186227
-648 3.4041792694810864
-622 3.400279998069026
-650 3.394405453869221
-637 3.3895700386389347
-709 3.3282529208825102
-654 3.2531214826348682
-720 3.2051480519534774
-697 3.193723533441153
-645 3.086490069279754
-675 3.071618510463708
-643 3.055592146584069
-724 3.0247423128579296
-722 2.98654592453335
-660 2.947303234512472
-669 2.851591620359928
-690 2.834338318984401
-677 2.832183687064889
-658 2.817655973123781
-641 2.7612901261703526
-692 2.658096159729038
-671 2.6002809696364997
-703 2.5930872039061468
-624 2.5268289488283453
-656 2.440247115023573
-688 2.435160003033847
-701 2.4147280676039213
-684 2.411535238116435
-716 2.3166210594962795
