Database generated on 2021-06-08 07:20:55 for BM33066 covering -590 to -460
Scores for Cambyses 7 (Lunar Six Only)
Year   Score
-522 55.526216776456025
-575 50.23718355780568
-504 47.18203403977861
-539 45.17068536209326
-487 44.47997895759629
-480 43.27226939384467
-576 43.253898456938536
-468 43.02475373002163
-498 41.57130028723907
-513 41.5658734260033
-540 41.432421006010074
-497 41.0157972494595
-557 40.921349540673134
-505 40.51020604646551
-521 39.72453795264851
-574 39.177619915193006
-550 39.03480037376495
-503 38.957657667394145
-479 38.65426554882005
-533 38.50492488183291
-523 38.16756159940407
-514 37.94675660225365
-569 37.94639783514881
-467 37.7798386063006
-462 37.47095273754494
-551 37.37158675424222
-568 37.30936321133606
-584 37.0259153308747
-567 36.851953864358435
-534 36.59944290093997
-586 36.38376779077141
-559 36.37149847836154
-478 36.14047178128076
-509 35.386537648790465
-472 34.963068384514855
-502 34.714187226119286
-532 34.60056215359693
-510 34.56994210029814
-556 34.56305777671954
-485 34.38604281468066
-520 34.35807983061026
-486 34.28311716213586
-516 34.23544415187198
-469 34.02623440335853
-585 33.830384276539434
-495 33.77912545695703
-470 33.75036428744284
-489 33.713320142116004
-541 33.452372808846995
-587 33.41062712422066
-570 33.37103978791997
-506 33.3231073372359
-515 32.855618973003864
-565 32.51361296497163
-589 32.34137136045076
-488 32.31382741277969
-545 32.24515624803816
-546 32.094410808197274
-538 31.947294401509918
-524 31.771404903356434
-552 31.647626047050586
-581 31.559452159281705
-577 31.525473032058887
-491 31.446718775898137
-582 31.357123877276777
-549 31.30251461504112
-477 30.756044251657954
-492 30.72592980669546
-560 30.712600462114228
-463 30.4361975263239
-473 30.39419286771426
-529 30.374666850571245
-475 30.263858252631657
-464 30.17555599819309
-548 30.04321445060525
-542 29.978994812473758
-578 29.90583947092539
-496 29.61390998297756
-527 29.515605875088994
-490 29.43847451693476
-579 29.2818220499995
-525 29.267501770494295
-543 29.25117963982069
-566 29.25022163315921
-558 29.134209016825885
-508 28.965251614447183
-564 28.938292113536278
-484 28.853316488596615
-561 28.79219830026507
-526 28.622098552433705
-580 28.621289499346105
-562 28.521917314867938
-583 28.509979672938982
-512 28.49633382428062
-474 28.428733094296007
-563 28.362395675484166
-476 28.25763126168126
-511 28.25115259702147
-544 28.237958842015555
-528 28.170363519141905
-507 27.95992495363184
-517 27.849608887790424
-471 27.722654211085814
-500 27.622690765675852
-499 27.580710014873883
-537 27.138634452650003
-481 27.108787838136085
-571 26.984832428517066
-482 26.907331347365012
-530 26.901795570001582
-494 26.746010556971203
-483 26.695153926305835
-555 26.69169026423926
-518 26.472864342947158
-553 26.46542803067094
-554 26.190652465336036
-573 26.162584733414874
-535 26.05142158033354
-465 26.050081701358692
-536 25.818534053609767
-547 25.622694528280533
-531 25.44528427962011
-590 25.214095121171887
-501 24.881691655235294
-588 24.817609513955265
-466 24.712722549275146
-493 24.58865420628687
-572 24.444175698177215
-519 24.384120275703722
