Database generated on 2021-06-06 17:05:29 for VAT4956 covering -620 to -510
Scores for Nebuchadnezzar 37 (All)
Year   Score
-567 39.32235212907783
-543 27.158485662396316
-540 26.720344082453284
-532 26.307554892250913
-586 26.059226863897212
-599 25.79682851176481
-564 25.716899675878178
-535 25.090214928497574
-583 25.01659745808684
-559 24.961933821533265
-562 24.95370429185425
-604 24.834456210580722
-575 24.77240435296853
-516 24.658389491109066
-613 24.549042081224208
-591 24.494684534549727
-566 24.347364990025152
-534 24.265693466966333
-533 24.151485349186217
-565 24.09316147668194
-548 24.082149076203727
-605 23.98609299460526
-578 23.973195663693176
-596 23.912511297559423
-551 23.812805135706178
-580 23.795074070939908
-620 23.779455974296283
-520 23.742001106041855
-597 23.622015300682115
-530 23.60446618301002
-542 23.594898374094473
-510 23.520413892758555
-577 23.49801332785237
-524 23.477815004895774
-585 23.45715980954467
-569 23.423209246962966
-570 23.408329772051978
-514 23.398291543883477
-568 23.365179429935935
-594 23.316218656076494
-545 23.287803566208826
-512 23.17962186948713
-541 23.112929574260246
-602 23.03899539779495
-550 22.997790745453425
-588 22.968349601121044
-607 22.949627397051074
-618 22.85887623212847
-511 22.8272361336358
-615 22.79399281911413
-521 22.74100889518486
-603 22.548887836294558
-589 22.53507986142288
-556 22.513558866052435
-515 22.369380582450546
-610 22.346271712389065
-526 22.236708494802954
-579 22.213669116814426
-553 21.956455998968565
-601 21.952319955508226
-529 21.83073802492498
-539 21.787822009291656
-600 21.783355088467406
-592 21.74432974439611
-590 21.71573147367757
-616 21.69574963480746
-572 21.464079456259004
-525 21.438489901589755
-593 21.3872414374993
-522 21.379423518367613
-563 21.31048385570095
-549 21.308940247040795
-531 21.159715731232637
-598 21.089994610898604
-537 21.0896052484513
-561 21.040678150705553
-513 21.02276496896892
-554 20.985626491487025
-538 20.972313647235232
-571 20.923048206775714
-552 20.914540192879386
-612 20.896226082688493
-544 20.875401802337038
-518 20.86441061166156
-581 20.704851070359524
-528 20.6039997407199
-595 20.54060361405221
-546 20.526553995250868
-519 20.52262151888044
-517 20.47354127349361
-560 20.43296439626915
-558 20.347917695117214
-547 20.282864661739886
-536 20.276040011387064
-584 20.274625937964498
-587 20.133857379800325
-582 20.045478385641452
-609 20.010914182280228
-576 19.944690285525837
-619 19.90139434690207
-557 19.892338666164452
-617 19.615883472213504
-555 19.438354446657776
-573 19.406523311939402
-527 19.203549856470328
-523 19.02477609857674
-608 18.86499835802495
-606 18.781330579454618
-574 18.687158231207704
-611 18.604856117755954
-614 18.47353132304407
