Database generated on 2021-06-06 17:05:29 for VAT4956 covering -620 to -510
Scores for Nebuchadnezzar 37 (Lunar Only)
Year   Score
-567 17.195322734696937
-586 17.05770155502831
-585 16.448183800247257
-543 16.409329673739684
-566 16.19983927027451
-588 16.127406814490385
-559 16.06866829317415
-605 16.001812037818606
-512 15.93024470380821
-564 15.91548514046858
-542 15.894819319026974
-550 15.893926814337728
-510 15.869772393429969
-540 15.842952995252169
-568 15.841508396604087
-613 15.763296036090116
-526 15.70644876312266
-604 15.689616227425546
-597 15.687880666712667
-607 15.654763810595806
-577 15.63915788024373
-589 15.63542158346014
-562 15.634303777403145
-525 15.61094649238815
-596 15.598400661492096
-534 15.469630351970793
-545 15.400937033540002
-541 15.318761816827205
-515 15.275628599293617
-528 15.247551216774875
-580 15.245722367304712
-569 15.224056829221738
-584 15.146096485503682
-516 15.003855195271658
-570 14.969864322753173
-583 14.939484816652755
-616 14.932923307929592
-548 14.886840505827415
-551 14.808506463860926
-514 14.795381164931142
-603 14.764754728031491
-523 14.714467427031067
-547 14.70480544263344
-532 14.67742039779122
-587 14.638075166069722
-524 14.631668829794549
-552 14.602672757438198
-553 14.580132930826094
-549 14.534496248001537
-594 14.504307834460386
-521 14.447084449033138
-581 14.406967921447936
-530 14.37239641173311
-618 14.369984457405936
-599 14.362706294251423
-619 14.345957366257757
-572 14.316107327157674
-560 14.304546468323394
-518 14.304439674526796
-610 14.260521907686993
-529 14.252937399155071
-578 14.18676242373975
-612 14.160640386087891
-531 14.149885770921312
-563 14.14576119705644
-620 14.087486234108521
-601 14.057452744523154
-565 14.044177952511433
-554 14.043283642528326
-558 14.039613579449421
-615 14.033167922250703
-520 14.032114083484657
-533 13.91926262072984
-561 13.885116601267963
-609 13.871982755115337
-598 13.821505827041113
-602 13.776050997420015
-595 13.745956548176604
-576 13.743293000409984
-535 13.634568340029293
-590 13.618100023634312
-593 13.60527429662135
-591 13.590830293311594
-582 13.504151995544907
-536 13.49562186689625
-511 13.476024578895412
-575 13.437604886386413
-608 13.426781330009526
-522 13.403909285629311
-600 13.386766283871243
-513 13.385024385393562
-517 13.316300770618984
-544 13.17571164908355
-539 13.160393251275954
-571 13.048957007382363
-606 12.999295933941271
-555 12.827834358025827
-556 12.826680763516643
-537 12.82184390459172
-611 12.75880046624621
-617 12.727644899324757
-579 12.704719395116227
-527 12.685179251485986
-519 12.60819556694413
-592 12.392092135683829
-574 12.26739952725377
-538 12.208132755118086
-557 12.081923692099114
-614 12.078013920541167
-573 11.816441431935967
-546 11.796481118901102
